rank,feature,brain_score
1,7Networks_RH_Vis_6,0.9428157398546655
2,7Networks_RH_Limbic_TempPole_1,0.9318884518857623
3,7Networks_LH_Vis_7,0.9022576396844597
4,7Networks_LH_Default_Temp_1,0.888216836965113
5,7Networks_RH_Cont_Temp_1,0.878750961592648
6,7Networks_LH_SomMot_11,0.8728176512068241
7,7Networks_LH_DorsAttn_Post_2,0.8676061734396862
8,7Networks_RH_Default_Temp_1,0.864089472488742
9,7Networks_LH_Limbic_TempPole_1,0.8632035018294544
10,7Networks_RH_Limbic_OFC_3,0.8616906956673129
11,7Networks_LH_Default_Par_4,0.8422241594446941
12,7Networks_RH_DorsAttn_Post_2,0.8357119788855067
13,7Networks_RH_SomMot_19,0.8344555246178903
14,7Networks_LH_Vis_14,0.8341763435611091
15,7Networks_LH_Limbic_OFC_2,0.8320605968282967
16,7Networks_LH_Vis_2,0.820657513666333
17,7Networks_RH_Default_PFCdPFCm_1,0.8135891105882326
18,7Networks_RH_Default_Par_1,0.801027565700743
19,7Networks_RH_Limbic_OFC_1,0.7998420640430046
20,7Networks_LH_Limbic_TempPole_3,0.798230975588969
21,7Networks_LH_Default_Par_2,0.7965201911786652
22,7Networks_RH_Vis_11,0.7947737486185048
23,7Networks_LH_Default_PFC_4,0.7914285920632355
24,7Networks_RH_DorsAttn_Post_8,0.7905450382806973
25,7Networks_RH_Cont_Par_3,0.7903761885993867
26,7Networks_RH_SomMot_13,0.7860744619466349
27,7Networks_LH_Vis_13,0.7752093853866134
28,7Networks_LH_DorsAttn_Post_10,0.7739667124676917
29,7Networks_RH_DorsAttn_Post_10,0.7705783618754841
30,7Networks_LH_Cont_Par_1,0.7646056583070424
31,7Networks_RH_Vis_5,0.7635590138402342
32,7Networks_RH_SomMot_16,0.7596771438235352
33,7Networks_RH_SomMot_15,0.7590194050624057
34,7Networks_RH_Cont_Par_1,0.7586206683135363
35,7Networks_LH_DorsAttn_Post_3,0.7580316457695309
36,7Networks_RH_Default_Par_3,0.7567035307251642
37,7Networks_LH_Vis_8,0.7561576467133169
38,7Networks_LH_Vis_3,0.7494638717971844
39,7Networks_RH_SalVentAttn_FrOperIns_1,0.7479944683184376
40,7Networks_RH_Vis_15,0.7479294378539324
41,7Networks_LH_SomMot_16,0.7469597443549637
42,7Networks_LH_DorsAttn_Post_7,0.7456580398092197
43,7Networks_RH_Limbic_TempPole_2,0.7429556093519294
44,7Networks_RH_DorsAttn_Post_6,0.742062950135671
45,7Networks_LH_SomMot_12,0.7323566525753507
46,7Networks_LH_SomMot_13,0.7321100359697215
47,7Networks_LH_SomMot_14,0.723196714578567
48,7Networks_RH_Default_Temp_2,0.71745195505352
49,7Networks_LH_Default_Par_3,0.7158562018804542
50,7Networks_LH_Cont_Par_2,0.7143329392524104
51,7Networks_RH_Cont_pCun_1,0.7124193182973495
52,7Networks_LH_Limbic_TempPole_4,0.7068915136091329
53,7Networks_RH_Vis_12,0.7065448339694366
54,7Networks_RH_Cont_Par_2,0.7013314991023272
55,7Networks_RH_Vis_14,0.6870410424843092
56,7Networks_LH_DorsAttn_Post_8,0.6812115512145531
57,7Networks_LH_SomMot_9,0.6688290333169983
58,7Networks_RH_Vis_13,0.6679416947895643
59,7Networks_RH_Limbic_TempPole_3,0.6635733483605314
60,7Networks_LH_DorsAttn_Post_6,0.6413757835496823
61,7Networks_LH_Cont_pCun_1,0.6363569076254629
62,7Networks_RH_DorsAttn_Post_9,0.6251465666316194
63,7Networks_RH_Vis_9,0.6201705727889081
64,7Networks_RH_Default_pCunPCC_3,0.6052533506652689
65,7Networks_LH_Vis_11,0.6006380889923214
66,7Networks_RH_SomMot_17,0.5988815237590778
67,7Networks_LH_SomMot_7,0.5962034787090394
68,7Networks_RH_SomMot_10,0.5924779915392484
69,7Networks_RH_Default_Par_2,0.5884458272968299
70,7Networks_RH_SomMot_18,0.5881686574143065
71,7Networks_LH_SomMot_10,0.5834106125855247
72,7Networks_LH_SalVentAttn_ParOper_3,0.5676249213456023
73,7Networks_LH_Cont_OFC_1,0.5634496516782802
74,7Networks_LH_Vis_12,0.5601971108907305
75,7Networks_RH_Vis_3,0.5521151276725483
76,7Networks_RH_SalVentAttn_Med_3,0.551102027521782
77,7Networks_LH_Default_Temp_2,0.5450348473601383
78,7Networks_LH_Limbic_TempPole_2,0.5420327434522845
79,7Networks_RH_SomMot_14,0.5387696528562008
80,7Networks_RH_DorsAttn_Post_1,0.5300121398410972
81,7Networks_RH_DorsAttn_FEF_2,0.5296275551817451
82,7Networks_RH_DorsAttn_Post_7,0.5232788640636761
83,7Networks_LH_DorsAttn_Post_5,0.5226201628105522
84,7Networks_LH_Cont_Par_3,0.5182582484921611
85,7Networks_RH_Cont_PFCl_7,0.5173613492810153
86,7Networks_LH_Cont_PFCl_2,0.516213286733278
87,7Networks_RH_DorsAttn_FEF_1,0.515212298947703
88,7Networks_LH_Limbic_OFC_1,0.5149258301392113
89,7Networks_LH_DorsAttn_FEF_2,0.5132073528713227
90,7Networks_LH_Vis_5,0.5076316768678093
91,7Networks_LH_DorsAttn_FEF_1,0.49863787982694163
92,7Networks_LH_Default_PFC_11,0.496651557225093
93,7Networks_RH_SalVentAttn_TempOccPar_3,0.48994378128307786
94,7Networks_LH_Vis_4,0.4722445743571316
95,7Networks_RH_SomMot_9,0.4683944360615596
96,7Networks_RH_Vis_8,0.464688849184633
97,7Networks_LH_Default_PFC_2,0.46115942538756294
98,7Networks_RH_SalVentAttn_PrC_1,0.45931652447019783
99,7Networks_LH_DorsAttn_Post_4,0.45113135836764084
100,7Networks_RH_Default_PFCdPFCm_4,0.44622763378150293
101,7Networks_RH_Cont_PFCmp_1,0.44536952477667324
102,7Networks_LH_DorsAttn_Post_9,0.4439328180380271
103,7Networks_RH_SalVentAttn_Med_2,0.4367621170269795
104,7Networks_LH_Default_PFC_13,0.43134549652952636
105,7Networks_RH_Cont_PFCl_1,0.4289329400436503
106,7Networks_LH_SalVentAttn_Med_3,0.4247526807468724
107,7Networks_LH_Vis_9,0.4238614982552356
108,7Networks_LH_SomMot_15,0.4233700315751573
109,7Networks_RH_Cont_PFCv_1,0.4183651990475708
110,7Networks_RH_SomMot_12,0.41803443620017927
111,7Networks_LH_SalVentAttn_ParOper_2,0.4168353855161403
112,7Networks_LH_Cont_PFCl_5,0.40848435653661724
113,7Networks_LH_Default_Par_1,0.4050905667584776
114,7Networks_RH_DorsAttn_Post_4,0.40216535924438573
115,7Networks_LH_SalVentAttn_Med_2,0.3999677960047138
116,7Networks_RH_Default_Temp_4,0.3966048780536822
117,7Networks_LH_Default_PFC_6,0.39315513691368414
118,7Networks_RH_SomMot_11,0.39151153644573256
119,7Networks_LH_SalVentAttn_FrOperIns_1,0.3859710271809267
120,7Networks_RH_Limbic_OFC_2,0.3809770057830975
121,7Networks_LH_Default_PFC_1,0.3805251366872398
122,7Networks_RH_Vis_7,0.3713610471639252
123,7Networks_RH_SalVentAttn_Med_1,0.36830746834664
124,7Networks_RH_Default_PFCdPFCm_2,0.36426348899888206
125,7Networks_LH_SomMot_3,0.36089700518632084
126,7Networks_RH_DorsAttn_Post_3,0.3552528804957677
127,7Networks_RH_SalVentAttn_FrOperIns_2,0.3533805416086425
128,7Networks_LH_Default_PHC_1,0.35253848056210113
129,7Networks_RH_Default_Temp_3,0.35108852212773245
130,7Networks_RH_Default_PFCdPFCm_3,0.34723083539864164
131,7Networks_LH_Vis_10,0.34334030369337826
132,7Networks_RH_Vis_10,0.3417597529307043
133,7Networks_RH_Vis_2,0.34128538889363497
134,7Networks_LH_Default_PFC_8,0.3405844706115308
135,7Networks_RH_SomMot_7,0.3345843273447729
136,7Networks_LH_SalVentAttn_FrOperIns_3,0.32937426405819725
137,7Networks_RH_Cont_Cing_2,0.32789867219360946
138,7Networks_RH_DorsAttn_Post_5,0.32596678687640607
139,7Networks_RH_Vis_1,0.32588433448800497
140,7Networks_LH_Default_Temp_3,0.32359364913646144
141,7Networks_RH_Vis_4,0.3235228785025878
142,7Networks_RH_Cont_PFCmp_2,0.31411504647757715
143,7Networks_LH_SalVentAttn_FrOperIns_2,0.31275453705470574
144,7Networks_RH_SalVentAttn_TempOccPar_2,0.3102898107586604
145,7Networks_LH_SomMot_1,0.3095199405330125
146,7Networks_RH_Cont_PFCl_6,0.3083707559243196
147,7Networks_LH_SomMot_6,0.3074924063316349
148,7Networks_RH_Default_PFCv_1,0.30631760059405044
149,7Networks_RH_SomMot_6,0.30598476604723596
150,7Networks_LH_Default_pCunPCC_4,0.30593493705435026
151,7Networks_LH_Default_PFC_9,0.30557569573764526
152,7Networks_LH_Cont_Temp_1,0.30368677008653966
153,7Networks_LH_Default_PFC_7,0.30030639841686413
154,7Networks_RH_SalVentAttn_FrOperIns_4,0.29846439032684285
155,7Networks_LH_Vis_6,0.29149198518921804
156,7Networks_LH_Default_PFC_3,0.2903203335413064
157,7Networks_RH_Default_PFCdPFCm_7,0.28787406208536215
158,7Networks_RH_Cont_PFCl_2,0.28657471787329547
159,7Networks_LH_Cont_PFCl_1,0.28610260554032985
160,7Networks_RH_SalVentAttn_TempOccPar_1,0.28456689516833455
161,7Networks_LH_SalVentAttn_PFCl_1,0.28102441396887906
162,7Networks_LH_SalVentAttn_FrOperIns_4,0.2801294005702711
163,7Networks_RH_SomMot_3,0.276118398510866
164,7Networks_RH_SomMot_5,0.2723094454834695
165,7Networks_RH_SalVentAttn_FrOperIns_3,0.27219818093124104
166,7Networks_RH_SomMot_8,0.27201277802640145
167,7Networks_RH_Cont_PFCl_5,0.2707496850526308
168,7Networks_LH_SalVentAttn_Med_1,0.26494758102529137
169,7Networks_LH_Default_PFC_10,0.262230820021254
170,7Networks_RH_Cont_Cing_1,0.2593778639463676
171,7Networks_LH_SalVentAttn_ParOper_1,0.25926011621875844
172,7Networks_RH_SomMot_2,0.25601826553251394
173,7Networks_LH_Vis_1,0.25555672028265697
174,7Networks_LH_DorsAttn_PrCv_1,0.24721458804793514
175,7Networks_RH_Default_PFCdPFCm_5,0.2445691600010011
176,7Networks_LH_SomMot_5,0.24381323445690015
177,7Networks_RH_Default_pCunPCC_1,0.24152455149596433
178,7Networks_LH_Default_PFC_12,0.23609444051418904
179,7Networks_LH_SomMot_4,0.2355880567458432
180,7Networks_LH_Default_pCunPCC_1,0.23485313439722702
181,7Networks_LH_Cont_PFCl_4,0.23410829403557398
182,7Networks_LH_Cont_Cing_2,0.23363539141963835
183,7Networks_LH_SomMot_8,0.23331850558391068
184,7Networks_LH_Default_pCunPCC_3,0.2328358048396721
185,7Networks_LH_Cont_PFCl_3,0.2327348107092699
186,7Networks_RH_Default_Temp_5,0.23010316861544014
187,7Networks_RH_DorsAttn_PrCv_1,0.2258202669625569
188,7Networks_RH_Default_pCunPCC_2,0.22103731557361334
189,7Networks_LH_Default_PFC_5,0.21892937996506376
190,7Networks_RH_Cont_PFCl_4,0.21756974248553354
191,7Networks_RH_Default_PFCdPFCm_6,0.21617208828118215
192,7Networks_LH_DorsAttn_Post_1,0.21597715184643157
193,7Networks_LH_SomMot_2,0.20322445389855337
194,7Networks_LH_Default_Temp_4,0.20180250732190713
195,7Networks_LH_Default_Temp_5,0.19927839870937916
196,7Networks_RH_SomMot_1,0.19216682292722367
197,7Networks_LH_Default_pCunPCC_2,0.18670270289233365
198,7Networks_RH_Cont_PFCl_3,0.1770975092669944
199,7Networks_LH_Cont_Cing_1,0.16882914998332735
200,7Networks_RH_SomMot_4,0.15512800306049254
