rank,feature,brain_score
1,7Networks_RH_Cont_PFCl_7,0.9480984803406572
2,7Networks_RH_Default_PFCdPFCm_4,0.9280645757160376
3,7Networks_RH_Limbic_OFC_1,0.9202753393568796
4,7Networks_RH_Limbic_OFC_3,0.915758491634007
5,7Networks_LH_DorsAttn_Post_9,0.9108137036903612
6,7Networks_RH_Default_pCunPCC_3,0.9009998171643341
7,7Networks_RH_Cont_PFCmp_2,0.8955164716162131
8,7Networks_LH_Default_pCunPCC_4,0.892563234774749
9,7Networks_LH_SomMot_16,0.8923043252879139
10,7Networks_RH_DorsAttn_Post_9,0.8843497263614019
11,7Networks_LH_SomMot_13,0.8667107333523847
12,7Networks_LH_DorsAttn_Post_10,0.8606725199400866
13,7Networks_RH_DorsAttn_Post_10,0.846204794415929
14,7Networks_RH_Default_pCunPCC_2,0.8240266984298245
15,7Networks_RH_SomMot_18,0.8175889530484358
16,7Networks_RH_SomMot_17,0.8148338344112032
17,7Networks_RH_SomMot_16,0.8035432594768838
18,7Networks_LH_SalVentAttn_Med_2,0.7959494899813416
19,7Networks_RH_SomMot_19,0.7952118509106335
20,7Networks_RH_Default_Par_2,0.7906971616943017
21,7Networks_LH_SomMot_15,0.7883868948187133
22,7Networks_RH_Cont_PFCl_4,0.7876454350960491
23,7Networks_LH_DorsAttn_Post_8,0.7855761751325956
24,7Networks_RH_Vis_6,0.7663063258776918
25,7Networks_RH_Default_PFCv_1,0.7634706930340989
26,7Networks_RH_Limbic_OFC_2,0.7529067640717745
27,7Networks_LH_DorsAttn_Post_7,0.7216044394604201
28,7Networks_RH_SomMot_13,0.7119740164596322
29,7Networks_LH_SomMot_8,0.7101876874038964
30,7Networks_RH_SomMot_12,0.7079840644497746
31,7Networks_RH_Vis_3,0.707764557857256
32,7Networks_LH_Vis_5,0.7054920226234943
33,7Networks_RH_SomMot_15,0.6965272226857409
34,7Networks_RH_Limbic_TempPole_3,0.694717850143959
35,7Networks_LH_Vis_2,0.6920166146392708
36,7Networks_RH_Cont_PFCl_2,0.6878332673947825
37,7Networks_RH_Default_PFCdPFCm_5,0.6850800099054715
38,7Networks_LH_Limbic_OFC_2,0.684670175821334
39,7Networks_LH_SomMot_3,0.6736548764996925
40,7Networks_RH_SomMot_11,0.6725654710297372
41,7Networks_RH_Cont_Temp_1,0.6680694650357946
42,7Networks_RH_Cont_PFCl_1,0.6667684987481272
43,7Networks_LH_Default_PFC_2,0.655913444547137
44,7Networks_RH_SomMot_14,0.6553889453647337
45,7Networks_LH_SomMot_11,0.6532491005479917
46,7Networks_RH_SomMot_1,0.6503775781359948
47,7Networks_LH_SomMot_5,0.6463495974670611
48,7Networks_LH_Vis_7,0.6426865273572736
49,7Networks_RH_SalVentAttn_Med_2,0.635501651060892
50,7Networks_RH_Default_Temp_2,0.6329473981228722
51,7Networks_LH_Default_pCunPCC_2,0.6263296634588593
52,7Networks_LH_Limbic_TempPole_4,0.6260796375319665
