rank,feature,brain_score
1,7Networks_RH_Cont_PFCl_7,0.9701214426700072
2,7Networks_RH_Cont_PFCmp_2,0.9687270959557969
3,7Networks_RH_Cont_PFCl_4,0.9464808469797368
4,7Networks_RH_Limbic_OFC_1,0.9111474629842665
5,7Networks_LH_SomMot_16,0.8985351457807634
6,7Networks_RH_Limbic_TempPole_3,0.886327847894211
7,7Networks_RH_SomMot_1,0.872226769746096
8,7Networks_RH_Default_PFCdPFCm_4,0.8690334452188175
9,7Networks_RH_Default_PFCv_1,0.8629589065479157
10,7Networks_RH_Default_PFCdPFCm_5,0.8467494429176288
11,7Networks_LH_SomMot_13,0.841938954482876
12,7Networks_LH_Limbic_TempPole_4,0.8394926011240192
13,7Networks_RH_SomMot_19,0.8184310306457854
14,7Networks_LH_Limbic_TempPole_1,0.8154512320226662
15,7Networks_RH_Cont_Temp_1,0.8151432377960329
16,7Networks_LH_Default_pCunPCC_4,0.8071734323773881
17,7Networks_LH_Default_PFC_4,0.8069385408397879
18,7Networks_RH_SomMot_2,0.8000559985967839
19,7Networks_RH_Limbic_TempPole_2,0.777046937854282
20,7Networks_LH_Limbic_OFC_2,0.7759201995503114
21,7Networks_LH_DorsAttn_Post_9,0.7746242971331785
22,7Networks_RH_Limbic_TempPole_1,0.7700645122621905
23,7Networks_RH_SomMot_17,0.767842083268191
24,7Networks_RH_Limbic_OFC_3,0.7661739055015218
25,7Networks_RH_Default_Temp_4,0.7619587786276643
26,7Networks_LH_SomMot_3,0.7498682277076181
27,7Networks_RH_Default_pCunPCC_3,0.7433745196884481
28,7Networks_RH_DorsAttn_Post_9,0.7414136871446972
29,7Networks_LH_Default_Temp_2,0.7340836783147323
30,7Networks_LH_SomMot_12,0.7309534032017361
31,7Networks_LH_SalVentAttn_Med_2,0.7278703912309452
32,7Networks_LH_SomMot_2,0.7236756444797344
33,7Networks_RH_SalVentAttn_TempOccPar_2,0.7231884479650569
34,7Networks_LH_Default_PFC_13,0.714851787514582
35,7Networks_LH_SomMot_1,0.706624361541985
36,7Networks_LH_Limbic_OFC_1,0.7063315673559875
37,7Networks_RH_Default_Temp_5,0.7051800230559075
38,7Networks_RH_Default_Temp_3,0.6945215545108933
39,7Networks_LH_Default_PFC_10,0.6932904245053463
40,7Networks_LH_Limbic_TempPole_2,0.6879521049235326
41,7Networks_RH_Cont_PFCl_1,0.6857688704199043
42,7Networks_RH_SalVentAttn_FrOperIns_1,0.6840537451484838
43,7Networks_RH_SalVentAttn_TempOccPar_1,0.6773200459467217
44,7Networks_RH_Limbic_OFC_2,0.67349939276855
45,7Networks_RH_Default_Par_2,0.6732648209624216
46,7Networks_RH_SomMot_15,0.6732118299250439
47,7Networks_LH_DorsAttn_Post_10,0.6708819378003532
48,7Networks_LH_SomMot_15,0.665286097841913
49,7Networks_RH_Default_Temp_2,0.6570813012767567
50,7Networks_RH_SomMot_18,0.6569439275433593
51,7Networks_RH_Default_pCunPCC_2,0.6503111230581161
52,7Networks_RH_SalVentAttn_Med_2,0.6452616316722033
53,7Networks_LH_SomMot_8,0.6417268652714805
54,7Networks_LH_SomMot_14,0.6323766092363421
55,7Networks_LH_Limbic_TempPole_3,0.6293822287082451
56,7Networks_LH_Cont_OFC_1,0.6282590354804366
57,7Networks_RH_SomMot_14,0.6241602457449598
58,7Networks_LH_Cont_PFCl_1,0.6090486740432759
59,7Networks_RH_SomMot_8,0.6073536995869736
60,7Networks_LH_SomMot_10,0.6058001260529691
61,7Networks_LH_DorsAttn_Post_8,0.6044901552972692
62,7Networks_RH_SomMot_12,0.6025035038050988
63,7Networks_LH_Default_PFC_5,0.6024586995693715
64,7Networks_LH_Vis_2,0.5969010929199663
65,7Networks_RH_DorsAttn_Post_1,0.5955965336939877
66,7Networks_RH_SomMot_4,0.5951313957598814
67,7Networks_LH_Cont_Temp_1,0.5947559701497666
68,7Networks_LH_Vis_5,0.5899056599318062
69,7Networks_LH_DorsAttn_Post_1,0.5897001486284142
70,7Networks_LH_SomMot_5,0.5848908543261665
71,7Networks_RH_SomMot_11,0.5836566206101952
72,7Networks_LH_Cont_PFCl_3,0.5815342722513573
73,7Networks_RH_Vis_6,0.5807323933768883
74,7Networks_RH_Cont_PFCv_1,0.5806957083985128
75,7Networks_LH_Cont_Par_2,0.5789167269832839
76,7Networks_RH_Vis_1,0.5726145598987755
77,7Networks_RH_SomMot_16,0.5724691827570826
78,7Networks_RH_SalVentAttn_PrC_1,0.5668630725433408
79,7Networks_RH_SalVentAttn_Med_3,0.5622916842798857
80,7Networks_RH_Vis_3,0.5620853956372969
81,7Networks_LH_SalVentAttn_PFCl_1,0.5527243588657785
82,7Networks_LH_Cont_Cing_1,0.5429945910197724
83,7Networks_RH_Vis_10,0.5421524465775216
84,7Networks_LH_Vis_7,0.539679173309626
85,7Networks_LH_Default_PFC_11,0.5385461214192461
86,7Networks_LH_Cont_Cing_2,0.5355127186511005
87,7Networks_LH_Cont_PFCl_4,0.5233024214928029
88,7Networks_RH_SomMot_3,0.521707468244812
89,7Networks_RH_Default_PFCdPFCm_7,0.5187060096689455
90,7Networks_LH_Default_PHC_1,0.5161377858306095
91,7Networks_RH_Cont_PFCl_2,0.5142726176288617
92,7Networks_LH_Cont_pCun_1,0.5112802404663436
93,7Networks_RH_Default_Temp_1,0.5090748847565932
94,7Networks_LH_Default_pCunPCC_3,0.5087568373795931
95,7Networks_LH_Vis_6,0.5033977296065513
96,7Networks_LH_SomMot_7,0.5019195098237434
97,7Networks_RH_Cont_Cing_2,0.5005517641860748
98,7Networks_RH_DorsAttn_Post_10,0.4952770374069357
99,7Networks_LH_Default_PFC_2,0.4920118832088774
100,7Networks_LH_Cont_PFCl_2,0.4917560573598144
101,7Networks_LH_DorsAttn_Post_7,0.49071855827487476
102,7Networks_RH_Default_PFCdPFCm_6,0.48777176584408
103,7Networks_LH_SomMot_11,0.4868431490542838
104,7Networks_RH_DorsAttn_PrCv_1,0.48633910566145433
105,7Networks_RH_Vis_12,0.4758291839559906
106,7Networks_LH_Default_PFC_12,0.4736146599709019
107,7Networks_RH_DorsAttn_FEF_1,0.47199579532176444
108,7Networks_LH_SalVentAttn_Med_3,0.4689562921854099
109,7Networks_RH_DorsAttn_Post_6,0.4576872735095074
110,7Networks_RH_Cont_Cing_1,0.4569327471018727
111,7Networks_LH_DorsAttn_Post_6,0.45615315571074333
112,7Networks_RH_SomMot_13,0.45508786885161445
113,7Networks_RH_SalVentAttn_FrOperIns_2,0.4548608548133736
114,7Networks_RH_DorsAttn_Post_2,0.4529109925070955
115,7Networks_LH_Default_pCunPCC_2,0.4459929502926114
116,7Networks_LH_DorsAttn_FEF_1,0.4443913109939938
117,7Networks_RH_Cont_PFCl_5,0.4404112071120835
118,7Networks_RH_Cont_PFCl_6,0.4392484380373813
119,7Networks_RH_Vis_9,0.43274603262131006
120,7Networks_LH_DorsAttn_PrCv_1,0.4289807712247741
121,7Networks_RH_DorsAttn_Post_8,0.4208130594038562
122,7Networks_RH_SalVentAttn_FrOperIns_3,0.4204898760697004
123,7Networks_RH_DorsAttn_Post_7,0.41990104368456743
124,7Networks_RH_SomMot_6,0.4142310951633731
125,7Networks_LH_SalVentAttn_ParOper_1,0.4118984875252549
126,7Networks_LH_Default_PFC_1,0.3963575707930384
127,7Networks_RH_Default_PFCdPFCm_2,0.3908444777453014
128,7Networks_LH_Vis_4,0.38700930828842134
129,7Networks_LH_SalVentAttn_Med_1,0.38544976390484575
130,7Networks_LH_SalVentAttn_FrOperIns_4,0.38499523210287334
131,7Networks_LH_SalVentAttn_FrOperIns_3,0.3777098329674172
132,7Networks_LH_Cont_PFCl_5,0.3694386824248969
133,7Networks_RH_Vis_2,0.36814939967841526
134,7Networks_LH_SomMot_4,0.36059998643218283
135,7Networks_LH_SalVentAttn_FrOperIns_2,0.3571185428916368
136,7Networks_LH_DorsAttn_Post_3,0.35409554198582777
137,7Networks_RH_DorsAttn_FEF_2,0.35348999830507666
138,7Networks_LH_Vis_3,0.3534194220634804
139,7Networks_RH_Vis_11,0.3514419457477984
140,7Networks_RH_SomMot_5,0.3475116777630501
141,7Networks_RH_SalVentAttn_Med_1,0.34523191895657707
142,7Networks_LH_Vis_8,0.3450846474732901
143,7Networks_RH_Default_pCunPCC_1,0.3443749387648612
144,7Networks_RH_Vis_4,0.34254570389036487
145,7Networks_RH_SomMot_10,0.3414843037141718
146,7Networks_LH_Cont_Par_1,0.33861743481844186
147,7Networks_LH_SalVentAttn_ParOper_2,0.32663125252346864
148,7Networks_LH_Cont_Par_3,0.3216697449261205
149,7Networks_LH_Vis_10,0.31837933258751766
150,7Networks_LH_Default_Temp_1,0.3165608874608025
151,7Networks_RH_Vis_14,0.3144080953556213
152,7Networks_RH_Vis_15,0.31350900444345464
153,7Networks_RH_Default_PFCdPFCm_3,0.3074323884832525
154,7Networks_LH_SomMot_9,0.30681911750824775
155,7Networks_LH_SalVentAttn_FrOperIns_1,0.3066111434187615
